dt,dr,dh
6.97E-05,-0.00077622,-0.00076775
6.98E-05,-0.00077606,-0.00076759
6.99E-05,-0.0007759,-0.00076744
7.00E-05,-0.00077574,-0.00076728
7.01E-05,-0.00077558,-0.00076712
7.02E-05,-0.00077542,-0.00076697
7.03E-05,-0.00077526,-0.00076681
7.04E-05,-0.0007751,-0.00076666
7.05E-05,-0.00077494,-0.0007665
7.06E-05,-0.00077478,-0.00076634
7.07E-05,-0.00077462,-0.00076619
7.08E-05,-0.00077446,-0.00076603
7.09E-05,-0.0007743,-0.00076587
7.10E-05,-0.00077414,-0.00076572
7.11E-05,-0.00077398,-0.00076556
7.12E-05,-0.00077382,-0.0007654
7.13E-05,-0.00077366,-0.00076525
7.14E-05,-0.0007735,-0.00076509
7.15E-05,-0.00077334,-0.00076494
7.16E-05,-0.00077318,-0.00076478
7.17E-05,-0.00077302,-0.00076462
7.18E-05,-0.00077286,-0.00076447
7.19E-05,-0.0007727,-0.00076431
7.20E-05,-0.00077254,-0.00076415
7.21E-05,-0.00077239,-0.000764
7.22E-05,-0.00077223,-0.00076384
7.23E-05,-0.00077207,-0.00076369
7.24E-05,-0.00077191,-0.00076353
7.25E-05,-0.00077175,-0.00076337
7.26E-05,-0.00077159,-0.00076322
7.27E-05,-0.00077143,-0.00076306
7.28E-05,-0.00077127,-0.0007629
7.29E-05,-0.00077111,-0.00076275
7.30E-05,-0.00077095,-0.00076259
7.31E-05,-0.00077079,-0.00076244
7.32E-05,-0.00077064,-0.00076228
7.33E-05,-0.00077048,-0.00076212
7.34E-05,-0.00077032,-0.00076197
7.35E-05,-0.00077016,-0.00076181
7.36E-05,-0.00077,-0.00076166
7.37E-05,-0.00076984,-0.0007615
7.38E-05,-0.00076968,-0.00076134
7.39E-05,-0.00076952,-0.00076119
7.40E-05,-0.00076937,-0.00076103
7.41E-05,-0.00076921,-0.00076087
7.42E-05,-0.00076905,-0.00076072
7.43E-05,-0.00076889,-0.00076056
7.44E-05,-0.00076873,-0.00076041
7.45E-05,-0.00076857,-0.00076025
7.46E-05,-0.00076841,-0.0007601
7.47E-05,-0.00076826,-0.00075994
7.48E-05,-0.0007681,-0.00075978
7.49E-05,-0.00076794,-0.00075963
7.50E-05,-0.00076778,-0.00075947
7.51E-05,-0.00076762,-0.00075932
7.52E-05,-0.00076746,-0.00075916
7.53E-05,-0.00076731,-0.000759
7.54E-05,-0.00076715,-0.00075885
7.55E-05,-0.00076699,-0.00075869
7.56E-05,-0.00076683,-0.00075854
7.57E-05,-0.00076667,-0.00075838
7.58E-05,-0.00076652,-0.00075823
7.59E-05,-0.00076636,-0.00075807
7.60E-05,-0.0007662,-0.00075791
7.61E-05,-0.00076604,-0.00075776
7.62E-05,-0.00076588,-0.0007576
7.63E-05,-0.00076573,-0.00075745
7.64E-05,-0.00076557,-0.00075729
7.65E-05,-0.00076541,-0.00075714
7.66E-05,-0.00076525,-0.00075698
7.67E-05,-0.00076509,-0.00075683
7.68E-05,-0.00076494,-0.00075667
7.69E-05,-0.00076478,-0.00075652
7.70E-05,-0.00076462,-0.00075636
7.71E-05,-0.00076446,-0.0007562
7.72E-05,-0.00076431,-0.00075605
7.73E-05,-0.00076415,-0.00075589
7.74E-05,-0.00076399,-0.00075574
7.75E-05,-0.00076383,-0.00075558
7.76E-05,-0.00076368,-0.00075543
7.77E-05,-0.00076352,-0.00075527
7.78E-05,-0.00076336,-0.00075512
7.79E-05,-0.0007632,-0.00075496
7.80E-05,-0.00076305,-0.00075481
7.81E-05,-0.00076289,-0.00075465
7.82E-05,-0.00076273,-0.0007545
7.83E-05,-0.00076257,-0.00075434
7.84E-05,-0.00076242,-0.00075419
7.85E-05,-0.00076226,-0.00075403
7.86E-05,-0.0007621,-0.00075388
7.87E-05,-0.00076195,-0.00075372
7.88E-05,-0.00076179,-0.00075357
7.89E-05,-0.00076163,-0.00075341
7.90E-05,-0.00076147,-0.00075326
7.91E-05,-0.00076132,-0.0007531
7.92E-05,-0.00076116,-0.00075295
7.93E-05,-0.000761,-0.00075279
7.94E-05,-0.00076085,-0.00075264
7.95E-05,-0.00076069,-0.00075248
7.96E-05,-0.00076053,-0.00075233
7.97E-05,-0.00076038,-0.00075217
7.98E-05,-0.00076022,-0.00075202
7.99E-05,-0.00076006,-0.00075186
8.00E-05,-0.00075991,-0.00075171
8.01E-05,-0.00075975,-0.00075155
8.02E-05,-0.00075959,-0.0007514
8.03E-05,-0.00075944,-0.00075125
8.04E-05,-0.00075928,-0.00075109
8.05E-05,-0.00075912,-0.00075094
8.06E-05,-0.00075897,-0.00075078
8.07E-05,-0.00075881,-0.00075063
8.08E-05,-0.00075865,-0.00075047
8.09E-05,-0.0007585,-0.00075032
8.10E-05,-0.00075834,-0.00075016
8.11E-05,-0.00075818,-0.00075001
8.12E-05,-0.00075803,-0.00074986
8.13E-05,-0.00075787,-0.0007497
8.14E-05,-0.00075772,-0.00074955
8.15E-05,-0.00075756,-0.00074939
8.16E-05,-0.0007574,-0.00074924
8.17E-05,-0.00075725,-0.00074908
8.18E-05,-0.00075709,-0.00074893
8.19E-05,-0.00075693,-0.00074878
8.20E-05,-0.00075678,-0.00074862
8.21E-05,-0.00075662,-0.00074847
8.22E-05,-0.00075647,-0.00074831
8.23E-05,-0.00075631,-0.00074816
8.24E-05,-0.00075615,-0.00074801
8.25E-05,-0.000756,-0.00074785
8.26E-05,-0.00075584,-0.0007477
8.27E-05,-0.00075569,-0.00074754
8.28E-05,-0.00075553,-0.00074739
8.29E-05,-0.00075538,-0.00074724
8.30E-05,-0.00075522,-0.00074708
8.31E-05,-0.00075506,-0.00074693
8.32E-05,-0.00075491,-0.00074677
8.33E-05,-0.00075475,-0.00074662
8.34E-05,-0.0007546,-0.00074647
8.35E-05,-0.00075444,-0.00074631
8.36E-05,-0.00075429,-0.00074616
8.37E-05,-0.00075413,-0.00074601
8.38E-05,-0.00075398,-0.00074585
8.39E-05,-0.00075382,-0.0007457
8.40E-05,-0.00075366,-0.00074555
8.41E-05,-0.00075351,-0.00074539
8.42E-05,-0.00075335,-0.00074524
8.43E-05,-0.0007532,-0.00074509
8.44E-05,-0.00075304,-0.00074493
8.45E-05,-0.00075289,-0.00074478
8.46E-05,-0.00075273,-0.00074462
8.47E-05,-0.00075258,-0.00074447
8.48E-05,-0.00075242,-0.00074432
8.49E-05,-0.00075227,-0.00074417
8.50E-05,-0.00075211,-0.00074401
8.51E-05,-0.00075196,-0.00074386
8.52E-05,-0.0007518,-0.00074371
8.53E-05,-0.00075165,-0.00074355
8.54E-05,-0.00075149,-0.0007434
8.55E-05,-0.00075134,-0.00074325
8.56E-05,-0.00075118,-0.00074309
8.57E-05,-0.00075103,-0.00074294
8.58E-05,-0.00075087,-0.00074279
8.59E-05,-0.00075072,-0.00074263
8.60E-05,-0.00075056,-0.00074248
8.61E-05,-0.00075041,-0.00074233
8.62E-05,-0.00075025,-0.00074218
8.63E-05,-0.0007501,-0.00074202
8.64E-05,-0.00074994,-0.00074187
8.65E-05,-0.00074979,-0.00074172
8.66E-05,-0.00074964,-0.00074156
8.67E-05,-0.00074948,-0.00074141
8.68E-05,-0.00074933,-0.00074126
8.69E-05,-0.00074917,-0.00074111
8.70E-05,-0.00074902,-0.00074095
8.71E-05,-0.00074886,-0.0007408
8.72E-05,-0.00074871,-0.00074065
8.73E-05,-0.00074855,-0.0007405
8.74E-05,-0.0007484,-0.00074034
8.75E-05,-0.00074825,-0.00074019
8.76E-05,-0.00074809,-0.00074004
8.77E-05,-0.00074794,-0.00073989
8.78E-05,-0.00074778,-0.00073973
8.79E-05,-0.00074763,-0.00073958
8.80E-05,-0.00074747,-0.00073943
8.81E-05,-0.00074732,-0.00073928
8.82E-05,-0.00074717,-0.00073912
8.83E-05,-0.00074701,-0.00073897
8.84E-05,-0.00074686,-0.00073882
8.85E-05,-0.0007467,-0.00073867
8.86E-05,-0.00074655,-0.00073851
8.87E-05,-0.0007464,-0.00073836
8.88E-05,-0.00074624,-0.00073821
8.89E-05,-0.00074609,-0.00073806
8.90E-05,-0.00074593,-0.00073791
8.91E-05,-0.00074578,-0.00073775
8.92E-05,-0.00074563,-0.0007376
8.93E-05,-0.00074547,-0.00073745
8.94E-05,-0.00074532,-0.0007373
8.95E-05,-0.00074517,-0.00073715
8.96E-05,-0.00074501,-0.00073699
8.97E-05,-0.00074486,-0.00073684
8.98E-05,-0.00074471,-0.00073669
8.99E-05,-0.00074455,-0.00073654
9.00E-05,-0.0007444,-0.00073639
9.01E-05,-0.00074424,-0.00073624
9.02E-05,-0.00074409,-0.00073608
9.03E-05,-0.00074394,-0.00073593
9.04E-05,-0.00074378,-0.00073578
9.05E-05,-0.00074363,-0.00073563
9.06E-05,-0.00074348,-0.00073548
9.07E-05,-0.00074332,-0.00073533
9.08E-05,-0.00074317,-0.00073517
9.09E-05,-0.00074302,-0.00073502
9.10E-05,-0.00074287,-0.00073487
9.11E-05,-0.00074271,-0.00073472
9.12E-05,-0.00074256,-0.00073457
9.13E-05,-0.00074241,-0.00073442
9.14E-05,-0.00074225,-0.00073427
9.15E-05,-0.0007421,-0.00073411
9.16E-05,-0.00074195,-0.00073396
9.17E-05,-0.00074179,-0.00073381
9.18E-05,-0.00074164,-0.00073366
9.19E-05,-0.00074149,-0.00073351
9.20E-05,-0.00074133,-0.00073336
9.21E-05,-0.00074118,-0.00073321
9.22E-05,-0.00074103,-0.00073306
9.23E-05,-0.00074088,-0.0007329
9.24E-05,-0.00074072,-0.00073275
9.25E-05,-0.00074057,-0.0007326
9.26E-05,-0.00074042,-0.00073245
9.27E-05,-0.00074027,-0.0007323
9.28E-05,-0.00074011,-0.00073215
9.29E-05,-0.00073996,-0.000732
9.30E-05,-0.00073981,-0.00073185
9.31E-05,-0.00073966,-0.0007317
9.32E-05,-0.0007395,-0.00073155
9.33E-05,-0.00073935,-0.0007314
9.34E-05,-0.0007392,-0.00073125
9.35E-05,-0.00073905,-0.00073109
9.36E-05,-0.00073889,-0.00073094
9.37E-05,-0.00073874,-0.00073079
9.38E-05,-0.00073859,-0.00073064
9.39E-05,-0.00073844,-0.00073049
9.40E-05,-0.00073828,-0.00073034
9.41E-05,-0.00073813,-0.00073019
9.42E-05,-0.00073798,-0.00073004
9.43E-05,-0.00073783,-0.00072989
9.44E-05,-0.00073768,-0.00072974
9.45E-05,-0.00073752,-0.00072959
9.46E-05,-0.00073737,-0.00072944
9.47E-05,-0.00073722,-0.00072929
9.48E-05,-0.00073707,-0.00072914
9.49E-05,-0.00073692,-0.00072899
9.50E-05,-0.00073676,-0.00072884
9.51E-05,-0.00073661,-0.00072869
9.52E-05,-0.00073646,-0.00072854
9.53E-05,-0.00073631,-0.00072839
9.54E-05,-0.00073616,-0.00072824
9.55E-05,-0.000736,-0.00072809
9.56E-05,-0.00073585,-0.00072794
9.57E-05,-0.0007357,-0.00072779
9.58E-05,-0.00073555,-0.00072764
9.59E-05,-0.0007354,-0.00072749
9.60E-05,-0.00073525,-0.00072734
9.61E-05,-0.00073509,-0.00072719
9.62E-05,-0.00073494,-0.00072704
9.63E-05,-0.00073479,-0.00072689
9.64E-05,-0.00073464,-0.00072674
9.65E-05,-0.00073449,-0.00072659
9.66E-05,-0.00073434,-0.00072644
9.67E-05,-0.00073419,-0.00072629
9.68E-05,-0.00073403,-0.00072614
9.69E-05,-0.00073388,-0.00072599
9.70E-05,-0.00073373,-0.00072584
9.71E-05,-0.00073358,-0.00072569
9.72E-05,-0.00073343,-0.00072554
9.73E-05,-0.00073328,-0.00072539
9.74E-05,-0.00073313,-0.00072524
9.75E-05,-0.00073298,-0.00072509
9.76E-05,-0.00073282,-0.00072494
9.77E-05,-0.00073267,-0.00072479
9.78E-05,-0.00073252,-0.00072464
9.79E-05,-0.00073237,-0.00072449
9.80E-05,-0.00073222,-0.00072434
9.81E-05,-0.00073207,-0.00072419
9.82E-05,-0.00073192,-0.00072405
9.83E-05,-0.00073177,-0.0007239
9.84E-05,-0.00073162,-0.00072375
9.85E-05,-0.00073147,-0.0007236
9.86E-05,-0.00073132,-0.00072345
9.87E-05,-0.00073116,-0.0007233
9.88E-05,-0.00073101,-0.00072315
9.89E-05,-0.00073086,-0.000723
9.90E-05,-0.00073071,-0.00072285
9.91E-05,-0.00073056,-0.0007227
9.92E-05,-0.00073041,-0.00072255
9.93E-05,-0.00073026,-0.00072241
9.94E-05,-0.00073011,-0.00072226
9.95E-05,-0.00072996,-0.00072211
9.96E-05,-0.00072981,-0.00072196
9.97E-05,-0.00072966,-0.00072181
9.98E-05,-0.00072951,-0.00072166
9.99E-05,-0.00072936,-0.00072151
0.0001,-0.00072921,-0.00072136
0.0001001,-0.00072906,-0.00072122
0.0001002,-0.00072891,-0.00072107
0.0001003,-0.00072876,-0.00072092
0.0001004,-0.00072861,-0.00072077
0.0001005,-0.00072846,-0.00072062
0.0001006,-0.00072831,-0.00072047
0.0001007,-0.00072816,-0.00072032
0.0001008,-0.00072801,-0.00072018
0.0001009,-0.00072786,-0.00072003
0.000101,-0.00072771,-0.00071988
0.0001011,-0.00072756,-0.00071973
0.0001012,-0.00072741,-0.00071958
0.0001013,-0.00072726,-0.00071943
0.0001014,-0.00072711,-0.00071928
0.0001015,-0.00072696,-0.00071914
0.0001016,-0.00072681,-0.00071899
0.0001017,-0.00072666,-0.00071884
0.0001018,-0.00072651,-0.00071869
0.0001019,-0.00072636,-0.00071854
0.000102,-0.00072621,-0.0007184
0.0001021,-0.00072606,-0.00071825
0.0001022,-0.00072591,-0.0007181
0.0001023,-0.00072576,-0.00071795
0.0001024,-0.00072561,-0.0007178
0.0001025,-0.00072546,-0.00071766
0.0001026,-0.00072531,-0.00071751
0.0001027,-0.00072516,-0.00071736
0.0001028,-0.00072501,-0.00071721
0.0001029,-0.00072486,-0.00071706
0.000103,-0.00072471,-0.00071692
0.0001031,-0.00072456,-0.00071677
0.0001032,-0.00072441,-0.00071662
0.0001033,-0.00072426,-0.00071647
0.0001034,-0.00072411,-0.00071633
0.0001035,-0.00072396,-0.00071618
0.0001036,-0.00072381,-0.00071603
0.0001037,-0.00072367,-0.00071588
0.0001038,-0.00072352,-0.00071573
0.0001039,-0.00072337,-0.00071559
0.000104,-0.00072322,-0.00071544
0.0001041,-0.00072307,-0.00071529
0.0001042,-0.00072292,-0.00071514
0.0001043,-0.00072277,-0.000715
0.0001044,-0.00072262,-0.00071485
0.0001045,-0.00072247,-0.0007147
0.0001046,-0.00072232,-0.00071456
0.0001047,-0.00072217,-0.00071441
0.0001048,-0.00072203,-0.00071426
0.0001049,-0.00072188,-0.00071411
0.000105,-0.00072173,-0.00071397
0.0001051,-0.00072158,-0.00071382
0.0001052,-0.00072143,-0.00071367
0.0001053,-0.00072128,-0.00071352
0.0001054,-0.00072113,-0.00071338
0.0001055,-0.00072098,-0.00071323
0.0001056,-0.00072084,-0.00071308
0.0001057,-0.00072069,-0.00071294
0.0001058,-0.00072054,-0.00071279
0.0001059,-0.00072039,-0.00071264
0.000106,-0.00072024,-0.0007125
0.0001061,-0.00072009,-0.00071235
0.0001062,-0.00071994,-0.0007122
0.0001063,-0.0007198,-0.00071206
0.0001064,-0.00071965,-0.00071191
0.0001065,-0.0007195,-0.00071176
0.0001066,-0.00071935,-0.00071162
0.0001067,-0.0007192,-0.00071147
0.0001068,-0.00071905,-0.00071132
0.0001069,-0.00071891,-0.00071118
0.000107,-0.00071876,-0.00071103
0.0001071,-0.00071861,-0.00071088
0.0001072,-0.00071846,-0.00071074
0.0001073,-0.00071831,-0.00071059
0.0001074,-0.00071817,-0.00071044
0.0001075,-0.00071802,-0.0007103
0.0001076,-0.00071787,-0.00071015
0.0001077,-0.00071772,-0.00071
0.0001078,-0.00071757,-0.00070986
0.0001079,-0.00071743,-0.00070971
0.000108,-0.00071728,-0.00070956
0.0001081,-0.00071713,-0.00070942
0.0001082,-0.00071698,-0.00070927
0.0001083,-0.00071683,-0.00070913
0.0001084,-0.00071669,-0.00070898
0.0001085,-0.00071654,-0.00070883
0.0001086,-0.00071639,-0.00070869
0.0001087,-0.00071624,-0.00070854
0.0001088,-0.0007161,-0.00070839
0.0001089,-0.00071595,-0.00070825
0.000109,-0.0007158,-0.0007081
0.0001091,-0.00071565,-0.00070796
0.0001092,-0.00071551,-0.00070781
0.0001093,-0.00071536,-0.00070766
0.0001094,-0.00071521,-0.00070752
0.0001095,-0.00071506,-0.00070737
0.0001096,-0.00071492,-0.00070723
0.0001097,-0.00071477,-0.00070708
0.0001098,-0.00071462,-0.00070694
0.0001099,-0.00071447,-0.00070679
0.00011,-0.00071433,-0.00070664
0.0001101,-0.00071418,-0.0007065
0.0001102,-0.00071403,-0.00070635
0.0001103,-0.00071388,-0.00070621
0.0001104,-0.00071374,-0.00070606
0.0001105,-0.00071359,-0.00070592
0.0001106,-0.00071344,-0.00070577
0.0001107,-0.0007133,-0.00070563
0.0001108,-0.00071315,-0.00070548
0.0001109,-0.000713,-0.00070533
0.000111,-0.00071285,-0.00070519
0.0001111,-0.00071271,-0.00070504
0.0001112,-0.00071256,-0.0007049
0.0001113,-0.00071241,-0.00070475
0.0001114,-0.00071227,-0.00070461
0.0001115,-0.00071212,-0.00070446
0.0001116,-0.00071197,-0.00070432
0.0001117,-0.00071183,-0.00070417
0.0001118,-0.00071168,-0.00070403
0.0001119,-0.00071153,-0.00070388
0.000112,-0.00071139,-0.00070374
0.0001121,-0.00071124,-0.00070359
0.0001122,-0.00071109,-0.00070345
0.0001123,-0.00071095,-0.0007033
0.0001124,-0.0007108,-0.00070316
0.0001125,-0.00071065,-0.00070301
0.0001126,-0.00071051,-0.00070287
0.0001127,-0.00071036,-0.00070272
0.0001128,-0.00071021,-0.00070258
0.0001129,-0.00071007,-0.00070243
0.000113,-0.00070992,-0.00070229
0.0001131,-0.00070977,-0.00070214
0.0001132,-0.00070963,-0.000702
0.0001133,-0.00070948,-0.00070185
0.0001134,-0.00070934,-0.00070171
0.0001135,-0.00070919,-0.00070156
0.0001136,-0.00070904,-0.00070142
0.0001137,-0.0007089,-0.00070127
0.0001138,-0.00070875,-0.00070113
0.0001139,-0.0007086,-0.00070098
0.000114,-0.00070846,-0.00070084
0.0001141,-0.00070831,-0.0007007
0.0001142,-0.00070817,-0.00070055
0.0001143,-0.00070802,-0.00070041
0.0001144,-0.00070787,-0.00070026
0.0001145,-0.00070773,-0.00070012
0.0001146,-0.00070758,-0.00069997
0.0001147,-0.00070744,-0.00069983
0.0001148,-0.00070729,-0.00069969
0.0001149,-0.00070715,-0.00069954
0.000115,-0.000707,-0.0006994
0.0001151,-0.00070685,-0.00069925
0.0001152,-0.00070671,-0.00069911
0.0001153,-0.00070656,-0.00069896
0.0001154,-0.00070642,-0.00069882
0.0001155,-0.00070627,-0.00069868
0.0001156,-0.00070613,-0.00069853
0.0001157,-0.00070598,-0.00069839
0.0001158,-0.00070583,-0.00069824
0.0001159,-0.00070569,-0.0006981
0.000116,-0.00070554,-0.00069796
0.0001161,-0.0007054,-0.00069781
0.0001162,-0.00070525,-0.00069767
0.0001163,-0.00070511,-0.00069752
0.0001164,-0.00070496,-0.00069738
0.0001165,-0.00070482,-0.00069724
0.0001166,-0.00070467,-0.00069709
0.0001167,-0.00070453,-0.00069695
0.0001168,-0.00070438,-0.00069681
0.0001169,-0.00070424,-0.00069666
0.000117,-0.00070409,-0.00069652
0.0001171,-0.00070394,-0.00069638
0.0001172,-0.0007038,-0.00069623
0.0001173,-0.00070365,-0.00069609
0.0001174,-0.00070351,-0.00069594
0.0001175,-0.00070336,-0.0006958
0.0001176,-0.00070322,-0.00069566
0.0001177,-0.00070307,-0.00069551
0.0001178,-0.00070293,-0.00069537
0.0001179,-0.00070278,-0.00069523
0.000118,-0.00070264,-0.00069508
0.0001181,-0.00070249,-0.00069494
0.0001182,-0.00070235,-0.0006948
0.0001183,-0.00070221,-0.00069465
0.0001184,-0.00070206,-0.00069451
0.0001185,-0.00070192,-0.00069437
0.0001186,-0.00070177,-0.00069422
0.0001187,-0.00070163,-0.00069408
0.0001188,-0.00070148,-0.00069394
0.0001189,-0.00070134,-0.0006938
0.000119,-0.00070119,-0.00069365
0.0001191,-0.00070105,-0.00069351
0.0001192,-0.0007009,-0.00069337
0.0001193,-0.00070076,-0.00069322
0.0001194,-0.00070061,-0.00069308
0.0001195,-0.00070047,-0.00069294
0.0001196,-0.00070033,-0.00069279
0.0001197,-0.00070018,-0.00069265
0.0001198,-0.00070004,-0.00069251
0.0001199,-0.00069989,-0.00069237
0.00012,-0.00069975,-0.00069222
0.0001201,-0.0006996,-0.00069208
0.0001202,-0.00069946,-0.00069194
0.0001203,-0.00069932,-0.0006918
0.0001204,-0.00069917,-0.00069165
0.0001205,-0.00069903,-0.00069151
0.0001206,-0.00069888,-0.00069137
0.0001207,-0.00069874,-0.00069123
0.0001208,-0.00069859,-0.00069108
0.0001209,-0.00069845,-0.00069094
0.000121,-0.00069831,-0.0006908
0.0001211,-0.00069816,-0.00069066
0.0001212,-0.00069802,-0.00069051
0.0001213,-0.00069788,-0.00069037
0.0001214,-0.00069773,-0.00069023
0.0001215,-0.00069759,-0.00069009
0.0001216,-0.00069744,-0.00068994
0.0001217,-0.0006973,-0.0006898
0.0001218,-0.00069716,-0.00068966
0.0001219,-0.00069701,-0.00068952
0.000122,-0.00069687,-0.00068938
0.0001221,-0.00069672,-0.00068923
0.0001222,-0.00069658,-0.00068909
0.0001223,-0.00069644,-0.00068895
0.0001224,-0.00069629,-0.00068881
0.0001225,-0.00069615,-0.00068866
0.0001226,-0.00069601,-0.00068852
0.0001227,-0.00069586,-0.00068838
0.0001228,-0.00069572,-0.00068824
0.0001229,-0.00069558,-0.0006881
0.000123,-0.00069543,-0.00068796
0.0001231,-0.00069529,-0.00068781
0.0001232,-0.00069515,-0.00068767
0.0001233,-0.000695,-0.00068753
0.0001234,-0.00069486,-0.00068739
0.0001235,-0.00069472,-0.00068725
0.0001236,-0.00069457,-0.0006871
0.0001237,-0.00069443,-0.00068696
0.0001238,-0.00069429,-0.00068682
0.0001239,-0.00069414,-0.00068668
0.000124,-0.000694,-0.00068654
0.0001241,-0.00069386,-0.0006864
0.0001242,-0.00069371,-0.00068626
0.0001243,-0.00069357,-0.00068611
0.0001244,-0.00069343,-0.00068597
0.0001245,-0.00069329,-0.00068583
0.0001246,-0.00069314,-0.00068569
0.0001247,-0.000693,-0.00068555
0.0001248,-0.00069286,-0.00068541
0.0001249,-0.00069271,-0.00068527
0.000125,-0.00069257,-0.00068512
0.0001251,-0.00069243,-0.00068498
0.0001252,-0.00069229,-0.00068484
0.0001253,-0.00069214,-0.0006847
0.0001254,-0.000692,-0.00068456
0.0001255,-0.00069186,-0.00068442
0.0001256,-0.00069172,-0.00068428
0.0001257,-0.00069157,-0.00068414
0.0001258,-0.00069143,-0.000684
0.0001259,-0.00069129,-0.00068385
0.000126,-0.00069114,-0.00068371
0.0001261,-0.000691,-0.00068357
0.0001262,-0.00069086,-0.00068343
0.0001263,-0.00069072,-0.00068329
0.0001264,-0.00069058,-0.00068315
0.0001265,-0.00069043,-0.00068301
0.0001266,-0.00069029,-0.00068287
0.0001267,-0.00069015,-0.00068273
0.0001268,-0.00069001,-0.00068259
0.0001269,-0.00068986,-0.00068245
0.000127,-0.00068972,-0.0006823
0.0001271,-0.00068958,-0.00068216
0.0001272,-0.00068944,-0.00068202
0.0001273,-0.00068929,-0.00068188
0.0001274,-0.00068915,-0.00068174
0.0001275,-0.00068901,-0.0006816
0.0001276,-0.00068887,-0.00068146
0.0001277,-0.00068873,-0.00068132
0.0001278,-0.00068858,-0.00068118
0.0001279,-0.00068844,-0.00068104
0.000128,-0.0006883,-0.0006809
0.0001281,-0.00068816,-0.00068076
0.0001282,-0.00068802,-0.00068062
0.0001283,-0.00068788,-0.00068048
0.0001284,-0.00068773,-0.00068034
0.0001285,-0.00068759,-0.0006802
0.0001286,-0.00068745,-0.00068006
0.0001287,-0.00068731,-0.00067992
0.0001288,-0.00068717,-0.00067978
0.0001289,-0.00068702,-0.00067964
0.000129,-0.00068688,-0.0006795
0.0001291,-0.00068674,-0.00067936
0.0001292,-0.0006866,-0.00067922
0.0001293,-0.00068646,-0.00067908
0.0001294,-0.00068632,-0.00067894
0.0001295,-0.00068618,-0.0006788
0.0001296,-0.00068603,-0.00067866
0.0001297,-0.00068589,-0.00067852
0.0001298,-0.00068575,-0.00067838
0.0001299,-0.00068561,-0.00067824
0.00013,-0.00068547,-0.0006781
0.0001301,-0.00068533,-0.00067796
0.0001302,-0.00068519,-0.00067782
0.0001303,-0.00068504,-0.00067768
0.0001304,-0.0006849,-0.00067754
0.0001305,-0.00068476,-0.0006774
0.0001306,-0.00068462,-0.00067726
0.0001307,-0.00068448,-0.00067712
0.0001308,-0.00068434,-0.00067698
0.0001309,-0.0006842,-0.00067684
0.000131,-0.00068406,-0.0006767
0.0001311,-0.00068392,-0.00067656
0.0001312,-0.00068377,-0.00067642
0.0001313,-0.00068363,-0.00067628
0.0001314,-0.00068349,-0.00067614
0.0001315,-0.00068335,-0.000676
0.0001316,-0.00068321,-0.00067586
0.0001317,-0.00068307,-0.00067572
0.0001318,-0.00068293,-0.00067559
0.0001319,-0.00068279,-0.00067545
0.000132,-0.00068265,-0.00067531
0.0001321,-0.00068251,-0.00067517
0.0001322,-0.00068237,-0.00067503
0.0001323,-0.00068223,-0.00067489
0.0001324,-0.00068208,-0.00067475
0.0001325,-0.00068194,-0.00067461
0.0001326,-0.0006818,-0.00067447
0.0001327,-0.00068166,-0.00067433
0.0001328,-0.00068152,-0.00067419
0.0001329,-0.00068138,-0.00067405
0.000133,-0.00068124,-0.00067392
0.0001331,-0.0006811,-0.00067378
0.0001332,-0.00068096,-0.00067364
0.0001333,-0.00068082,-0.0006735
0.0001334,-0.00068068,-0.00067336
0.0001335,-0.00068054,-0.00067322
0.0001336,-0.0006804,-0.00067308
0.0001337,-0.00068026,-0.00067294
0.0001338,-0.00068012,-0.00067281
0.0001339,-0.00067998,-0.00067267
0.000134,-0.00067984,-0.00067253
0.0001341,-0.0006797,-0.00067239
0.0001342,-0.00067956,-0.00067225
0.0001343,-0.00067942,-0.00067211
0.0001344,-0.00067928,-0.00067197
0.0001345,-0.00067914,-0.00067183
0.0001346,-0.000679,-0.0006717
0.0001347,-0.00067886,-0.00067156
0.0001348,-0.00067872,-0.00067142
0.0001349,-0.00067858,-0.00067128
0.000135,-0.00067844,-0.00067114
0.0001351,-0.0006783,-0.000671
0.0001352,-0.00067816,-0.00067087
0.0001353,-0.00067802,-0.00067073
0.0001354,-0.00067788,-0.00067059
0.0001355,-0.00067774,-0.00067045
0.0001356,-0.0006776,-0.00067031
0.0001357,-0.00067746,-0.00067017
0.0001358,-0.00067732,-0.00067004
0.0001359,-0.00067718,-0.0006699
0.000136,-0.00067704,-0.00066976
0.0001361,-0.0006769,-0.00066962
0.0001362,-0.00067676,-0.00066948
0.0001363,-0.00067662,-0.00066935
0.0001364,-0.00067648,-0.00066921
0.0001365,-0.00067634,-0.00066907
0.0001366,-0.0006762,-0.00066893
0.0001367,-0.00067606,-0.00066879
0.0001368,-0.00067592,-0.00066866
0.0001369,-0.00067579,-0.00066852
0.000137,-0.00067565,-0.00066838
0.0001371,-0.00067551,-0.00066824
0.0001372,-0.00067537,-0.00066811
0.0001373,-0.00067523,-0.00066797
0.0001374,-0.00067509,-0.00066783
0.0001375,-0.00067495,-0.00066769
0.0001376,-0.00067481,-0.00066755
0.0001377,-0.00067467,-0.00066742
0.0001378,-0.00067453,-0.00066728
0.0001379,-0.00067439,-0.00066714
0.000138,-0.00067425,-0.000667
0.0001381,-0.00067412,-0.00066687
0.0001382,-0.00067398,-0.00066673
0.0001383,-0.00067384,-0.00066659
