dt,dr,dh
0.0002087,-0.00058279,-0.00057653
0.0002088,-0.00058267,-0.00057641
0.0002089,-0.00058255,-0.00057629
0.000209,-0.00058243,-0.00057617
0.0002091,-0.00058231,-0.00057605
0.0002092,-0.00058219,-0.00057593
0.0002093,-0.00058207,-0.00057581
0.0002094,-0.00058195,-0.0005757
0.0002095,-0.00058183,-0.00057558
0.0002096,-0.00058171,-0.00057546
0.0002097,-0.00058159,-0.00057534
0.0002098,-0.00058147,-0.00057522
0.0002099,-0.00058135,-0.0005751
0.00021,-0.00058123,-0.00057498
0.0002101,-0.00058111,-0.00057487
0.0002102,-0.00058099,-0.00057475
0.0002103,-0.00058087,-0.00057463
0.0002104,-0.00058075,-0.00057451
0.0002105,-0.00058064,-0.00057439
0.0002106,-0.00058052,-0.00057427
0.0002107,-0.0005804,-0.00057415
0.0002108,-0.00058028,-0.00057404
0.0002109,-0.00058016,-0.00057392
0.000211,-0.00058004,-0.0005738
0.0002111,-0.00057992,-0.00057368
0.0002112,-0.0005798,-0.00057356
0.0002113,-0.00057968,-0.00057345
0.0002114,-0.00057956,-0.00057333
0.0002115,-0.00057944,-0.00057321
0.0002116,-0.00057932,-0.00057309
0.0002117,-0.0005792,-0.00057297
0.0002118,-0.00057908,-0.00057285
0.0002119,-0.00057896,-0.00057274
0.000212,-0.00057884,-0.00057262
0.0002121,-0.00057872,-0.0005725
0.0002122,-0.0005786,-0.00057238
0.0002123,-0.00057848,-0.00057226
0.0002124,-0.00057836,-0.00057215
0.0002125,-0.00057825,-0.00057203
0.0002126,-0.00057813,-0.00057191
0.0002127,-0.00057801,-0.00057179
0.0002128,-0.00057789,-0.00057167
0.0002129,-0.00057777,-0.00057156
0.000213,-0.00057765,-0.00057144
0.0002131,-0.00057753,-0.00057132
0.0002132,-0.00057741,-0.0005712
0.0002133,-0.00057729,-0.00057109
0.0002134,-0.00057717,-0.00057097
0.0002135,-0.00057705,-0.00057085
0.0002136,-0.00057694,-0.00057073
0.0002137,-0.00057682,-0.00057061
0.0002138,-0.0005767,-0.0005705
0.0002139,-0.00057658,-0.00057038
0.000214,-0.00057646,-0.00057026
0.0002141,-0.00057634,-0.00057014
0.0002142,-0.00057622,-0.00057003
0.0002143,-0.0005761,-0.00056991
0.0002144,-0.00057598,-0.00056979
0.0002145,-0.00057587,-0.00056967
0.0002146,-0.00057575,-0.00056956
0.0002147,-0.00057563,-0.00056944
0.0002148,-0.00057551,-0.00056932
0.0002149,-0.00057539,-0.0005692
0.000215,-0.00057527,-0.00056909
0.0002151,-0.00057515,-0.00056897
0.0002152,-0.00057504,-0.00056885
0.0002153,-0.00057492,-0.00056874
0.0002154,-0.0005748,-0.00056862
0.0002155,-0.00057468,-0.0005685
0.0002156,-0.00057456,-0.00056838
0.0002157,-0.00057444,-0.00056827
0.0002158,-0.00057432,-0.00056815
0.0002159,-0.00057421,-0.00056803
0.000216,-0.00057409,-0.00056791
0.0002161,-0.00057397,-0.0005678
0.0002162,-0.00057385,-0.00056768
0.0002163,-0.00057373,-0.00056756
0.0002164,-0.00057361,-0.00056745
0.0002165,-0.0005735,-0.00056733
0.0002166,-0.00057338,-0.00056721
0.0002167,-0.00057326,-0.0005671
0.0002168,-0.00057314,-0.00056698
0.0002169,-0.00057302,-0.00056686
0.000217,-0.00057291,-0.00056675
0.0002171,-0.00057279,-0.00056663
0.0002172,-0.00057267,-0.00056651
0.0002173,-0.00057255,-0.00056639
0.0002174,-0.00057243,-0.00056628
0.0002175,-0.00057232,-0.00056616
0.0002176,-0.0005722,-0.00056604
0.0002177,-0.00057208,-0.00056593
0.0002178,-0.00057196,-0.00056581
0.0002179,-0.00057184,-0.00056569
0.000218,-0.00057173,-0.00056558
0.0002181,-0.00057161,-0.00056546
0.0002182,-0.00057149,-0.00056534
0.0002183,-0.00057137,-0.00056523
0.0002184,-0.00057125,-0.00056511
0.0002185,-0.00057114,-0.000565
0.0002186,-0.00057102,-0.00056488
0.0002187,-0.0005709,-0.00056476
0.0002188,-0.00057078,-0.00056465
0.0002189,-0.00057067,-0.00056453
0.000219,-0.00057055,-0.00056441
0.0002191,-0.00057043,-0.0005643
0.0002192,-0.00057031,-0.00056418
0.0002193,-0.00057019,-0.00056406
0.0002194,-0.00057008,-0.00056395
0.0002195,-0.00056996,-0.00056383
0.0002196,-0.00056984,-0.00056372
0.0002197,-0.00056972,-0.0005636
0.0002198,-0.00056961,-0.00056348
0.0002199,-0.00056949,-0.00056337
0.00022,-0.00056937,-0.00056325
0.0002201,-0.00056926,-0.00056313
0.0002202,-0.00056914,-0.00056302
0.0002203,-0.00056902,-0.0005629
0.0002204,-0.0005689,-0.00056279
0.0002205,-0.00056879,-0.00056267
0.0002206,-0.00056867,-0.00056255
0.0002207,-0.00056855,-0.00056244
0.0002208,-0.00056843,-0.00056232
0.0002209,-0.00056832,-0.00056221
0.000221,-0.0005682,-0.00056209
0.0002211,-0.00056808,-0.00056197
0.0002212,-0.00056797,-0.00056186
0.0002213,-0.00056785,-0.00056174
0.0002214,-0.00056773,-0.00056163
0.0002215,-0.00056761,-0.00056151
0.0002216,-0.0005675,-0.0005614
0.0002217,-0.00056738,-0.00056128
0.0002218,-0.00056726,-0.00056116
0.0002219,-0.00056715,-0.00056105
0.000222,-0.00056703,-0.00056093
0.0002221,-0.00056691,-0.00056082
0.0002222,-0.0005668,-0.0005607
0.0002223,-0.00056668,-0.00056059
0.0002224,-0.00056656,-0.00056047
0.0002225,-0.00056645,-0.00056035
0.0002226,-0.00056633,-0.00056024
0.0002227,-0.00056621,-0.00056012
0.0002228,-0.00056609,-0.00056001
0.0002229,-0.00056598,-0.00055989
0.000223,-0.00056586,-0.00055978
0.0002231,-0.00056574,-0.00055966
0.0002232,-0.00056563,-0.00055955
0.0002233,-0.00056551,-0.00055943
0.0002234,-0.0005654,-0.00055932
0.0002235,-0.00056528,-0.0005592
0.0002236,-0.00056516,-0.00055908
0.0002237,-0.00056505,-0.00055897
0.0002238,-0.00056493,-0.00055885
0.0002239,-0.00056481,-0.00055874
0.000224,-0.0005647,-0.00055862
0.0002241,-0.00056458,-0.00055851
0.0002242,-0.00056446,-0.00055839
0.0002243,-0.00056435,-0.00055828
0.0002244,-0.00056423,-0.00055816
0.0002245,-0.00056411,-0.00055805
0.0002246,-0.000564,-0.00055793
0.0002247,-0.00056388,-0.00055782
0.0002248,-0.00056377,-0.0005577
0.0002249,-0.00056365,-0.00055759
0.000225,-0.00056353,-0.00055747
0.0002251,-0.00056342,-0.00055736
0.0002252,-0.0005633,-0.00055724
0.0002253,-0.00056318,-0.00055713
0.0002254,-0.00056307,-0.00055701
0.0002255,-0.00056295,-0.0005569
0.0002256,-0.00056284,-0.00055678
0.0002257,-0.00056272,-0.00055667
0.0002258,-0.0005626,-0.00055655
0.0002259,-0.00056249,-0.00055644
0.000226,-0.00056237,-0.00055633
0.0002261,-0.00056226,-0.00055621
0.0002262,-0.00056214,-0.0005561
0.0002263,-0.00056202,-0.00055598
0.0002264,-0.00056191,-0.00055587
0.0002265,-0.00056179,-0.00055575
0.0002266,-0.00056168,-0.00055564
0.0002267,-0.00056156,-0.00055552
0.0002268,-0.00056145,-0.00055541
0.0002269,-0.00056133,-0.00055529
0.000227,-0.00056121,-0.00055518
0.0002271,-0.0005611,-0.00055506
0.0002272,-0.00056098,-0.00055495
0.0002273,-0.00056087,-0.00055484
0.0002274,-0.00056075,-0.00055472
0.0002275,-0.00056064,-0.00055461
0.0002276,-0.00056052,-0.00055449
0.0002277,-0.0005604,-0.00055438
0.0002278,-0.00056029,-0.00055426
0.0002279,-0.00056017,-0.00055415
0.000228,-0.00056006,-0.00055404
0.0002281,-0.00055994,-0.00055392
0.0002282,-0.00055983,-0.00055381
0.0002283,-0.00055971,-0.00055369
0.0002284,-0.0005596,-0.00055358
0.0002285,-0.00055948,-0.00055346
0.0002286,-0.00055937,-0.00055335
0.0002287,-0.00055925,-0.00055324
0.0002288,-0.00055913,-0.00055312
0.0002289,-0.00055902,-0.00055301
0.000229,-0.0005589,-0.00055289
0.0002291,-0.00055879,-0.00055278
0.0002292,-0.00055867,-0.00055267
0.0002293,-0.00055856,-0.00055255
0.0002294,-0.00055844,-0.00055244
0.0002295,-0.00055833,-0.00055232
0.0002296,-0.00055821,-0.00055221
0.0002297,-0.0005581,-0.0005521
0.0002298,-0.00055798,-0.00055198
0.0002299,-0.00055787,-0.00055187
0.00023,-0.00055775,-0.00055176
0.0002301,-0.00055764,-0.00055164
0.0002302,-0.00055752,-0.00055153
0.0002303,-0.00055741,-0.00055141
0.0002304,-0.00055729,-0.0005513
0.0002305,-0.00055718,-0.00055119
0.0002306,-0.00055706,-0.00055107
0.0002307,-0.00055695,-0.00055096
0.0002308,-0.00055683,-0.00055085
0.0002309,-0.00055672,-0.00055073
0.000231,-0.0005566,-0.00055062
0.0002311,-0.00055649,-0.00055051
0.0002312,-0.00055637,-0.00055039
0.0002313,-0.00055626,-0.00055028
0.0002314,-0.00055615,-0.00055017
0.0002315,-0.00055603,-0.00055005
0.0002316,-0.00055592,-0.00054994
0.0002317,-0.0005558,-0.00054983
0.0002318,-0.00055569,-0.00054971
0.0002319,-0.00055557,-0.0005496
0.000232,-0.00055546,-0.00054949
0.0002321,-0.00055534,-0.00054937
0.0002322,-0.00055523,-0.00054926
0.0002323,-0.00055511,-0.00054915
0.0002324,-0.000555,-0.00054903
0.0002325,-0.00055489,-0.00054892
0.0002326,-0.00055477,-0.00054881
0.0002327,-0.00055466,-0.00054869
0.0002328,-0.00055454,-0.00054858
0.0002329,-0.00055443,-0.00054847
0.000233,-0.00055431,-0.00054835
0.0002331,-0.0005542,-0.00054824
0.0002332,-0.00055409,-0.00054813
0.0002333,-0.00055397,-0.00054801
0.0002334,-0.00055386,-0.0005479
0.0002335,-0.00055374,-0.00054779
0.0002336,-0.00055363,-0.00054768
0.0002337,-0.00055351,-0.00054756
0.0002338,-0.0005534,-0.00054745
0.0002339,-0.00055329,-0.00054734
0.000234,-0.00055317,-0.00054722
0.0002341,-0.00055306,-0.00054711
0.0002342,-0.00055294,-0.000547
0.0002343,-0.00055283,-0.00054689
0.0002344,-0.00055272,-0.00054677
0.0002345,-0.0005526,-0.00054666
0.0002346,-0.00055249,-0.00054655
0.0002347,-0.00055237,-0.00054643
0.0002348,-0.00055226,-0.00054632
0.0002349,-0.00055215,-0.00054621
0.000235,-0.00055203,-0.0005461
0.0002351,-0.00055192,-0.00054598
0.0002352,-0.00055181,-0.00054587
0.0002353,-0.00055169,-0.00054576
0.0002354,-0.00055158,-0.00054565
0.0002355,-0.00055146,-0.00054553
0.0002356,-0.00055135,-0.00054542
0.0002357,-0.00055124,-0.00054531
0.0002358,-0.00055112,-0.0005452
0.0002359,-0.00055101,-0.00054508
0.000236,-0.0005509,-0.00054497
0.0002361,-0.00055078,-0.00054486
0.0002362,-0.00055067,-0.00054475
0.0002363,-0.00055055,-0.00054464
0.0002364,-0.00055044,-0.00054452
0.0002365,-0.00055033,-0.00054441
0.0002366,-0.00055021,-0.0005443
0.0002367,-0.0005501,-0.00054419
0.0002368,-0.00054999,-0.00054407
0.0002369,-0.00054987,-0.00054396
0.000237,-0.00054976,-0.00054385
0.0002371,-0.00054965,-0.00054374
0.0002372,-0.00054953,-0.00054363
0.0002373,-0.00054942,-0.00054351
0.0002374,-0.00054931,-0.0005434
0.0002375,-0.00054919,-0.00054329
0.0002376,-0.00054908,-0.00054318
0.0002377,-0.00054897,-0.00054307
0.0002378,-0.00054885,-0.00054295
0.0002379,-0.00054874,-0.00054284
0.000238,-0.00054863,-0.00054273
0.0002381,-0.00054852,-0.00054262
0.0002382,-0.0005484,-0.00054251
0.0002383,-0.00054829,-0.00054239
0.0002384,-0.00054818,-0.00054228
0.0002385,-0.00054806,-0.00054217
0.0002386,-0.00054795,-0.00054206
0.0002387,-0.00054784,-0.00054195
0.0002388,-0.00054772,-0.00054183
0.0002389,-0.00054761,-0.00054172
0.000239,-0.0005475,-0.00054161
0.0002391,-0.00054739,-0.0005415
0.0002392,-0.00054727,-0.00054139
0.0002393,-0.00054716,-0.00054128
0.0002394,-0.00054705,-0.00054116
0.0002395,-0.00054693,-0.00054105
0.0002396,-0.00054682,-0.00054094
0.0002397,-0.00054671,-0.00054083
0.0002398,-0.0005466,-0.00054072
0.0002399,-0.00054648,-0.00054061
0.00024,-0.00054637,-0.0005405
0.0002401,-0.00054626,-0.00054038
0.0002402,-0.00054615,-0.00054027
0.0002403,-0.00054603,-0.00054016
0.0002404,-0.00054592,-0.00054005
0.0002405,-0.00054581,-0.00053994
0.0002406,-0.0005457,-0.00053983
0.0002407,-0.00054558,-0.00053972
0.0002408,-0.00054547,-0.00053961
0.0002409,-0.00054536,-0.00053949
0.000241,-0.00054525,-0.00053938
0.0002411,-0.00054513,-0.00053927
0.0002412,-0.00054502,-0.00053916
0.0002413,-0.00054491,-0.00053905
0.0002414,-0.0005448,-0.00053894
0.0002415,-0.00054468,-0.00053883
0.0002416,-0.00054457,-0.00053872
0.0002417,-0.00054446,-0.0005386
0.0002418,-0.00054435,-0.00053849
0.0002419,-0.00054423,-0.00053838
0.000242,-0.00054412,-0.00053827
0.0002421,-0.00054401,-0.00053816
0.0002422,-0.0005439,-0.00053805
0.0002423,-0.00054379,-0.00053794
0.0002424,-0.00054367,-0.00053783
0.0002425,-0.00054356,-0.00053772
0.0002426,-0.00054345,-0.00053761
0.0002427,-0.00054334,-0.0005375
0.0002428,-0.00054323,-0.00053738
0.0002429,-0.00054311,-0.00053727
0.000243,-0.000543,-0.00053716
0.0002431,-0.00054289,-0.00053705
0.0002432,-0.00054278,-0.00053694
0.0002433,-0.00054267,-0.00053683
0.0002434,-0.00054255,-0.00053672
0.0002435,-0.00054244,-0.00053661
0.0002436,-0.00054233,-0.0005365
0.0002437,-0.00054222,-0.00053639
0.0002438,-0.00054211,-0.00053628
0.0002439,-0.00054199,-0.00053617
0.000244,-0.00054188,-0.00053606
0.0002441,-0.00054177,-0.00053595
0.0002442,-0.00054166,-0.00053584
0.0002443,-0.00054155,-0.00053573
0.0002444,-0.00054144,-0.00053561
0.0002445,-0.00054132,-0.0005355
0.0002446,-0.00054121,-0.00053539
0.0002447,-0.0005411,-0.00053528
0.0002448,-0.00054099,-0.00053517
0.0002449,-0.00054088,-0.00053506
0.000245,-0.00054077,-0.00053495
0.0002451,-0.00054066,-0.00053484
0.0002452,-0.00054054,-0.00053473
0.0002453,-0.00054043,-0.00053462
0.0002454,-0.00054032,-0.00053451
0.0002455,-0.00054021,-0.0005344
0.0002456,-0.0005401,-0.00053429
0.0002457,-0.00053999,-0.00053418
0.0002458,-0.00053988,-0.00053407
0.0002459,-0.00053976,-0.00053396
0.000246,-0.00053965,-0.00053385
0.0002461,-0.00053954,-0.00053374
0.0002462,-0.00053943,-0.00053363
0.0002463,-0.00053932,-0.00053352
0.0002464,-0.00053921,-0.00053341
0.0002465,-0.0005391,-0.0005333
0.0002466,-0.00053899,-0.00053319
0.0002467,-0.00053887,-0.00053308
0.0002468,-0.00053876,-0.00053297
0.0002469,-0.00053865,-0.00053286
0.000247,-0.00053854,-0.00053275
0.0002471,-0.00053843,-0.00053264
0.0002472,-0.00053832,-0.00053253
0.0002473,-0.00053821,-0.00053242
0.0002474,-0.0005381,-0.00053231
0.0002475,-0.00053799,-0.0005322
0.0002476,-0.00053788,-0.00053209
0.0002477,-0.00053776,-0.00053198
0.0002478,-0.00053765,-0.00053187
0.0002479,-0.00053754,-0.00053176
0.000248,-0.00053743,-0.00053165
0.0002481,-0.00053732,-0.00053154
0.0002482,-0.00053721,-0.00053143
0.0002483,-0.0005371,-0.00053132
0.0002484,-0.00053699,-0.00053122
0.0002485,-0.00053688,-0.00053111
0.0002486,-0.00053677,-0.000531
0.0002487,-0.00053666,-0.00053089
0.0002488,-0.00053655,-0.00053078
0.0002489,-0.00053644,-0.00053067
0.000249,-0.00053633,-0.00053056
0.0002491,-0.00053621,-0.00053045
0.0002492,-0.0005361,-0.00053034
0.0002493,-0.00053599,-0.00053023
0.0002494,-0.00053588,-0.00053012
0.0002495,-0.00053577,-0.00053001
0.0002496,-0.00053566,-0.0005299
0.0002497,-0.00053555,-0.00052979
0.0002498,-0.00053544,-0.00052968
0.0002499,-0.00053533,-0.00052957
0.00025,-0.00053522,-0.00052947
0.0002501,-0.00053511,-0.00052936
0.0002502,-0.000535,-0.00052925
0.0002503,-0.00053489,-0.00052914
0.0002504,-0.00053478,-0.00052903
0.0002505,-0.00053467,-0.00052892
0.0002506,-0.00053456,-0.00052881
0.0002507,-0.00053445,-0.0005287
0.0002508,-0.00053434,-0.00052859
0.0002509,-0.00053423,-0.00052848
0.000251,-0.00053412,-0.00052838
0.0002511,-0.00053401,-0.00052827
0.0002512,-0.0005339,-0.00052816
0.0002513,-0.00053379,-0.00052805
0.0002514,-0.00053368,-0.00052794
0.0002515,-0.00053357,-0.00052783
0.0002516,-0.00053346,-0.00052772
0.0002517,-0.00053335,-0.00052761
0.0002518,-0.00053324,-0.0005275
0.0002519,-0.00053313,-0.0005274
0.000252,-0.00053302,-0.00052729
0.0002521,-0.00053291,-0.00052718
0.0002522,-0.0005328,-0.00052707
0.0002523,-0.00053269,-0.00052696
0.0002524,-0.00053258,-0.00052685
0.0002525,-0.00053247,-0.00052674
0.0002526,-0.00053236,-0.00052663
0.0002527,-0.00053225,-0.00052653
0.0002528,-0.00053214,-0.00052642
0.0002529,-0.00053203,-0.00052631
0.000253,-0.00053192,-0.0005262
0.0002531,-0.00053181,-0.00052609
0.0002532,-0.0005317,-0.00052598
0.0002533,-0.00053159,-0.00052588
0.0002534,-0.00053148,-0.00052577
0.0002535,-0.00053137,-0.00052566
0.0002536,-0.00053126,-0.00052555
0.0002537,-0.00053115,-0.00052544
0.0002538,-0.00053104,-0.00052533
0.0002539,-0.00053093,-0.00052523
0.000254,-0.00053082,-0.00052512
0.0002541,-0.00053072,-0.00052501
0.0002542,-0.00053061,-0.0005249
0.0002543,-0.0005305,-0.00052479
0.0002544,-0.00053039,-0.00052468
0.0002545,-0.00053028,-0.00052458
0.0002546,-0.00053017,-0.00052447
0.0002547,-0.00053006,-0.00052436
0.0002548,-0.00052995,-0.00052425
0.0002549,-0.00052984,-0.00052414
0.000255,-0.00052973,-0.00052404
0.0002551,-0.00052962,-0.00052393
0.0002552,-0.00052951,-0.00052382
0.0002553,-0.0005294,-0.00052371
0.0002554,-0.00052929,-0.0005236
0.0002555,-0.00052919,-0.0005235
0.0002556,-0.00052908,-0.00052339
0.0002557,-0.00052897,-0.00052328
0.0002558,-0.00052886,-0.00052317
0.0002559,-0.00052875,-0.00052306
0.000256,-0.00052864,-0.00052296
0.0002561,-0.00052853,-0.00052285
0.0002562,-0.00052842,-0.00052274
0.0002563,-0.00052831,-0.00052263
0.0002564,-0.0005282,-0.00052252
0.0002565,-0.0005281,-0.00052242
0.0002566,-0.00052799,-0.00052231
0.0002567,-0.00052788,-0.0005222
0.0002568,-0.00052777,-0.00052209
0.0002569,-0.00052766,-0.00052199
0.000257,-0.00052755,-0.00052188
0.0002571,-0.00052744,-0.00052177
0.0002572,-0.00052733,-0.00052166
0.0002573,-0.00052723,-0.00052156
0.0002574,-0.00052712,-0.00052145
0.0002575,-0.00052701,-0.00052134
0.0002576,-0.0005269,-0.00052123
0.0002577,-0.00052679,-0.00052113
0.0002578,-0.00052668,-0.00052102
0.0002579,-0.00052657,-0.00052091
0.000258,-0.00052646,-0.0005208
0.0002581,-0.00052636,-0.0005207
0.0002582,-0.00052625,-0.00052059
0.0002583,-0.00052614,-0.00052048
0.0002584,-0.00052603,-0.00052037
0.0002585,-0.00052592,-0.00052027
0.0002586,-0.00052581,-0.00052016
0.0002587,-0.00052571,-0.00052005
0.0002588,-0.0005256,-0.00051995
0.0002589,-0.00052549,-0.00051984
0.000259,-0.00052538,-0.00051973
0.0002591,-0.00052527,-0.00051962
0.0002592,-0.00052516,-0.00051952
0.0002593,-0.00052506,-0.00051941
0.0002594,-0.00052495,-0.0005193
0.0002595,-0.00052484,-0.0005192
0.0002596,-0.00052473,-0.00051909
0.0002597,-0.00052462,-0.00051898
0.0002598,-0.00052451,-0.00051887
0.0002599,-0.00052441,-0.00051877
0.00026,-0.0005243,-0.00051866
0.0002601,-0.00052419,-0.00051855
0.0002602,-0.00052408,-0.00051845
0.0002603,-0.00052397,-0.00051834
0.0002604,-0.00052387,-0.00051823
0.0002605,-0.00052376,-0.00051813
0.0002606,-0.00052365,-0.00051802
0.0002607,-0.00052354,-0.00051791
0.0002608,-0.00052343,-0.00051781
0.0002609,-0.00052333,-0.0005177
0.000261,-0.00052322,-0.00051759
0.0002611,-0.00052311,-0.00051749
0.0002612,-0.000523,-0.00051738
0.0002613,-0.00052289,-0.00051727
0.0002614,-0.00052279,-0.00051717
0.0002615,-0.00052268,-0.00051706
0.0002616,-0.00052257,-0.00051695
0.0002617,-0.00052246,-0.00051685
0.0002618,-0.00052236,-0.00051674
0.0002619,-0.00052225,-0.00051663
0.000262,-0.00052214,-0.00051653
0.0002621,-0.00052203,-0.00051642
0.0002622,-0.00052193,-0.00051631
0.0002623,-0.00052182,-0.00051621
0.0002624,-0.00052171,-0.0005161
0.0002625,-0.0005216,-0.00051599
0.0002626,-0.0005215,-0.00051589
0.0002627,-0.00052139,-0.00051578
0.0002628,-0.00052128,-0.00051567
0.0002629,-0.00052117,-0.00051557
0.000263,-0.00052107,-0.00051546
0.0002631,-0.00052096,-0.00051536
0.0002632,-0.00052085,-0.00051525
0.0002633,-0.00052074,-0.00051514
0.0002634,-0.00052064,-0.00051504
0.0002635,-0.00052053,-0.00051493
0.0002636,-0.00052042,-0.00051483
0.0002637,-0.00052031,-0.00051472
0.0002638,-0.00052021,-0.00051461
0.0002639,-0.0005201,-0.00051451
0.000264,-0.00051999,-0.0005144
0.0002641,-0.00051988,-0.00051429
0.0002642,-0.00051978,-0.00051419
0.0002643,-0.00051967,-0.00051408
0.0002644,-0.00051956,-0.00051398
0.0002645,-0.00051946,-0.00051387
0.0002646,-0.00051935,-0.00051376
0.0002647,-0.00051924,-0.00051366
0.0002648,-0.00051913,-0.00051355
0.0002649,-0.00051903,-0.00051345
0.000265,-0.00051892,-0.00051334
0.0002651,-0.00051881,-0.00051324
0.0002652,-0.00051871,-0.00051313
0.0002653,-0.0005186,-0.00051302
0.0002654,-0.00051849,-0.00051292
0.0002655,-0.00051839,-0.00051281
0.0002656,-0.00051828,-0.00051271
0.0002657,-0.00051817,-0.0005126
0.0002658,-0.00051807,-0.0005125
0.0002659,-0.00051796,-0.00051239
0.000266,-0.00051785,-0.00051228
0.0002661,-0.00051775,-0.00051218
0.0002662,-0.00051764,-0.00051207
0.0002663,-0.00051753,-0.00051197
0.0002664,-0.00051743,-0.00051186
0.0002665,-0.00051732,-0.00051176
0.0002666,-0.00051721,-0.00051165
0.0002667,-0.00051711,-0.00051154
0.0002668,-0.000517,-0.00051144
0.0002669,-0.00051689,-0.00051133
0.000267,-0.00051679,-0.00051123
0.0002671,-0.00051668,-0.00051112
0.0002672,-0.00051657,-0.00051102
0.0002673,-0.00051647,-0.00051091
0.0002674,-0.00051636,-0.00051081
0.0002675,-0.00051625,-0.0005107
0.0002676,-0.00051615,-0.0005106
0.0002677,-0.00051604,-0.00051049
0.0002678,-0.00051593,-0.00051039
0.0002679,-0.00051583,-0.00051028
0.000268,-0.00051572,-0.00051018
0.0002681,-0.00051561,-0.00051007
0.0002682,-0.00051551,-0.00050997
0.0002683,-0.0005154,-0.00050986
0.0002684,-0.0005153,-0.00050976
0.0002685,-0.00051519,-0.00050965
0.0002686,-0.00051508,-0.00050954
0.0002687,-0.00051498,-0.00050944
0.0002688,-0.00051487,-0.00050933
0.0002689,-0.00051476,-0.00050923
0.000269,-0.00051466,-0.00050912
0.0002691,-0.00051455,-0.00050902
0.0002692,-0.00051445,-0.00050891
0.0002693,-0.00051434,-0.00050881
0.0002694,-0.00051423,-0.00050871
0.0002695,-0.00051413,-0.0005086
0.0002696,-0.00051402,-0.0005085
0.0002697,-0.00051392,-0.00050839
0.0002698,-0.00051381,-0.00050829
0.0002699,-0.0005137,-0.00050818
0.00027,-0.0005136,-0.00050808
0.0002701,-0.00051349,-0.00050797
0.0002702,-0.00051339,-0.00050787
0.0002703,-0.00051328,-0.00050776
0.0002704,-0.00051318,-0.00050766
0.0002705,-0.00051307,-0.00050755
0.0002706,-0.00051296,-0.00050745
0.0002707,-0.00051286,-0.00050734
0.0002708,-0.00051275,-0.00050724
0.0002709,-0.00051265,-0.00050713
0.000271,-0.00051254,-0.00050703
0.0002711,-0.00051244,-0.00050693
0.0002712,-0.00051233,-0.00050682
0.0002713,-0.00051222,-0.00050672
0.0002714,-0.00051212,-0.00050661
0.0002715,-0.00051201,-0.00050651
0.0002716,-0.00051191,-0.0005064
0.0002717,-0.0005118,-0.0005063
0.0002718,-0.0005117,-0.00050619
0.0002719,-0.00051159,-0.00050609
0.000272,-0.00051149,-0.00050599
0.0002721,-0.00051138,-0.00050588
0.0002722,-0.00051127,-0.00050578
0.0002723,-0.00051117,-0.00050567
0.0002724,-0.00051106,-0.00050557
0.0002725,-0.00051096,-0.00050546
0.0002726,-0.00051085,-0.00050536
0.0002727,-0.00051075,-0.00050526
0.0002728,-0.00051064,-0.00050515
0.0002729,-0.00051054,-0.00050505
0.000273,-0.00051043,-0.00050494
0.0002731,-0.00051033,-0.00050484
0.0002732,-0.00051022,-0.00050473
0.0002733,-0.00051012,-0.00050463
0.0002734,-0.00051001,-0.00050453
0.0002735,-0.00050991,-0.00050442
0.0002736,-0.0005098,-0.00050432
0.0002737,-0.0005097,-0.00050421
0.0002738,-0.00050959,-0.00050411
0.0002739,-0.00050949,-0.00050401
0.000274,-0.00050938,-0.0005039
0.0002741,-0.00050928,-0.0005038
0.0002742,-0.00050917,-0.0005037
0.0002743,-0.00050907,-0.00050359
0.0002744,-0.00050896,-0.00050349
0.0002745,-0.00050886,-0.00050338
0.0002746,-0.00050875,-0.00050328
0.0002747,-0.00050865,-0.00050318
0.0002748,-0.00050854,-0.00050307
0.0002749,-0.00050844,-0.00050297
0.000275,-0.00050833,-0.00050287
0.0002751,-0.00050823,-0.00050276
0.0002752,-0.00050812,-0.00050266
0.0002753,-0.00050802,-0.00050255
0.0002754,-0.00050791,-0.00050245
0.0002755,-0.00050781,-0.00050235
0.0002756,-0.0005077,-0.00050224
0.0002757,-0.0005076,-0.00050214
0.0002758,-0.00050749,-0.00050204
0.0002759,-0.00050739,-0.00050193
0.000276,-0.00050728,-0.00050183
0.0002761,-0.00050718,-0.00050173
0.0002762,-0.00050707,-0.00050162
0.0002763,-0.00050697,-0.00050152
0.0002764,-0.00050687,-0.00050142
0.0002765,-0.00050676,-0.00050131
0.0002766,-0.00050666,-0.00050121
0.0002767,-0.00050655,-0.00050111
0.0002768,-0.00050645,-0.000501
0.0002769,-0.00050634,-0.0005009
0.000277,-0.00050624,-0.0005008
0.0002771,-0.00050613,-0.00050069
0.0002772,-0.00050603,-0.00050059
0.0002773,-0.00050593,-0.00050049
0.0002774,-0.00050582,-0.00050038
0.0002775,-0.00050572,-0.00050028
0.0002776,-0.00050561,-0.00050018
0.0002777,-0.00050551,-0.00050007
0.0002778,-0.0005054,-0.00049997
0.0002779,-0.0005053,-0.00049987
0.000278,-0.0005052,-0.00049976
0.0002781,-0.00050509,-0.00049966
0.0002782,-0.00050499,-0.00049956
0.0002783,-0.00050488,-0.00049946
0.0002784,-0.00050478,-0.00049935
0.0002785,-0.00050468,-0.00049925
0.0002786,-0.00050457,-0.00049915
0.0002787,-0.00050447,-0.00049904
0.0002788,-0.00050436,-0.00049894
0.0002789,-0.00050426,-0.00049884
